Row,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
13638,27,211488665,184807303,51.14493379,37.587844
13639,20,135325530,128289475,35.82883192,26.88530036
13640,25,102467288,89493344,36.537767,29.71618082
13641,22,108884450,94720509,26.12953434,22.98224225
13642,27,125473069,105188941,32.08344798,28.25397678
13643,30,172177539,165344623,53.19762922,39.99646409
13644,17,48279790,39584449,20.77431543,18.27270054
13645,30,240273772,212100784,37.60161809,32.56417947
13646,20,139226383,137895994,16.95721723,17.77115518
13647,10,89947120,86004881,9.952175828,9.568705202
13648,31,185862595,172415867,39.36747713,33.82001365
13649,27,112842785,98016075,37.82207344,31.00674279
13650,20,125294787,117226999,32.71436458,25.17770575
13651,25,110609055,93024816,19.12127831,21.15345688
13652,24,129005859,113049040,35.82890255,28.72250953
13653,31,121627680,112725548,52.80086706,40.24075257
13654,32,182521586,164165645,20.02421012,25.06357314
13655,33,257751478,236208822,34.475769,32.15824237
13656,22,97299574,88818951,42.26643225,30.59277368
13657,27,106027376,101650252,54.20997022,38.7693947
13658,28,216389386,198752164,38.98247308,32.12530795
13659,29,247390742,228014940,27.17035271,26.87223514
13660,31,263283564,262657098,20.28513041,24.60632074
13661,30,124667060,120819649,27.52331214,27.71176268
13662,28,184735194,188457092,8.012805183,17.25581253
13663,26,89094121,93825225,19.78405307,21.99841644
13664,30,75372018,69234084,37.41512959,32.06728139
13665,32,170280071,149295768,41.11440093,35.06833227
13666,26,173741450,163889657,29.30093836,26.71137694
13667,32,208658541,195707604,25.93103446,27.82120059
13668,24,54059149,51415810,40.48369103,30.73098921
13669,31,131134445,116739461,35.32724314,31.96383864
13670,18,130626644,115975014,19.75435111,18.256382
13671,3,71677918,67248989,1.977150725,2.60126778
13672,32,209508696,184608653,55.76761919,42.21327433
13673,19,155112185,145218485,20.98474497,19.48940061
13674,24,114616839,116233157,38.5971418,30.07788141
13675,30,152531552,147021244,43.4301761,35.30581175
13676,22,139804116,128508432,44.52161311,31.98470664
13677,24,86089174,82673371,41.23454142,31.29200145
13678,28,73997629,75691109,30.0882579,27.98481665
13679,32,68766533,66049046,48.81575517,38.67248275
13680,27,187527883,181697210,41.20393361,32.9251048
13681,23,114618867,109496739,21.71157027,21.38696116
13682,26,45392394,45760669,16.00714829,20.24661367
13683,21,39898625,41236515,31.08551302,25.02998389
13684,31,171244869,159406588,41.80463266,34.73571978
13685,21,134836972,126467680,14.09640374,16.9913589
13686,30,171312847,166852069,39.09655705,33.09052097
13687,22,77262887,77146643,32.66581834,26.37287618
13688,24,111162366,98061784,28.85120267,25.20800039
13689,20,98193769,90103116,27.033816,22.49619711
13690,14,34573517,28249462,19.68858648,16.47616726
13691,5,42807408,40471080,22.1483469,13.20220123
13692,33,235392007,226951430,27.91036874,29.05894364
13693,27,166551946,153856828,35.57103326,30.0698631
13694,24,230294576,217769358,32.4164336,26.97305377
13695,31,154363339,140076991,34.20565073,31.07240111
13696,28,127607009,124039409,14.47823427,20.24569464
13697,29,42300598,43808608,27.59320422,27.07446352
13698,31,223518442,212606394,10.69275315,20.24561812
13699,32,153481903,146873363,36.81739008,32.9246598
13700,30,223408123,215068735,34.06034884,30.81029771
13701,31,168151240,152845147,41.52042234,34.84162736
13702,15,21364396,19388972,30.72814875,21.9925972
13703,26,56183763,60189076,36.71790678,30.20926524
13704,24,149007909,140558115,62.3493991,41.31087605
13705,17,75968898,71763401,34.11710209,24.76173928
13706,5,15413158,20507876,8.449850149,6.608127202
13707,16,135291961,123962116,13.50821153,14.12550841
13708,27,126492756,119005159,31.49473694,28.1647709
13709,26,70220529,61810896,32.68548962,28.16336719
13710,32,199355527,185432571,46.14529757,37.62762381
13711,30,184075184,174951319,48.79062036,37.83446847
13712,30,211360424,204751934,39.39928371,33.16872839
13713,18,118388043,108175932,28.12686427,22.2805688
13714,27,150755806,142985123,42.19080958,33.03579094
13715,27,156441698,139500762,48.58087947,36.03932051
13716,25,177685961,155263280,29.85280258,26.37049719
13717,15,148623604,126762662,25.69671648,19.44568736
13718,31,179890314,171460554,40.71825677,34.3409532
13719,26,215034435,190506973,35.77941283,29.73607884
13720,24,114099432,105443742,31.58137799,26.74777303
13721,30,240369245,212393802,38.65835253,32.75922548
13722,28,129666583,117367205,44.28971646,34.8588367
13723,27,183784505,164896374,44.08404575,34.16660507
13724,17,64427434,60508528,40.281449,27.58367049
13725,23,77181815,67043292,28.37351776,24.8590706
13726,24,32056851,34714408,29.78659296,25.9315078
13727,33,150110799,147369064,34.40411494,32.08989742
13728,25,93502575,90622410,29.01125681,26.02426748
13729,23,154196011,148783184,27.02739526,24.26728146
13730,32,120376042,141562018,11.38675242,20.86870808
13731,25,58193219,56724780,52.82020212,37.07270316
13732,20,81711928,91402127,58.99236063,37.75410295
13733,28,160731094,150945901,32.95087194,29.1198459
13734,32,196740032,182948069,25.6376541,27.68537606
13735,19,84803903,79767428,57.50613143,36.50487218
13736,20,159270085,151276094,41.85614447,29.92460934
13737,31,181197549,188021586,20.86659023,24.98395176
13738,32,256087122,266043194,42.82824316,36.00628817
13739,21,188034312,191111161,40.11643122,29.41613496
13740,28,158220727,143469449,13.567933,19.92517272
13741,27,74279669,73291254,25.57258611,25.08858079
13742,22,28274863,22631284,26.08155478,22.92064077
13743,26,123038258,114323219,33.93679241,28.83648869
13744,24,231293318,212781533,41.00294154,31.43307243
13745,25,134451966,128835322,37.08429321,29.60609377
13746,27,159863236,161056696,31.94668448,28.48964406
13747,28,107524709,97623790,58.24874654,41.20615216
13748,32,102572192,101825544,60.30915048,44.38072682
13749,21,165731068,159063493,33.19933963,25.89362645
13750,21,132236812,116426369,36.79624217,27.87473509
13751,20,126235142,104110818,18.88727557,18.76564984
13752,27,287734333,268189065,34.30943647,29.51124248
13753,27,166474275,163977389,13.69311613,19.42078507
13754,20,114874079,108290158,46.31116531,31.60206464
13755,30,163613092,143258394,36.79771624,32.03426994
13756,18,74281784,69026805,44.63193768,29.92783953
13757,33,173446712,160711902,58.7153601,43.68055888
13758,33,177793672,173903942,31.13999526,30.56015943
13759,19,135969103,127069004,17.274682,17.26986847
13760,32,230929885,214065952,30.80388664,30.34673082
13761,32,120161872,113056999,6.908556709,18.72881876
13762,21,136871215,124174244,12.9091654,16.25612392
13763,22,214379118,198795957,27.95368812,24.05502712
13764,8,133588060,123262401,13.4224087,10.34080263
13765,18,123220904,116048781,33.34131538,24.74158959
13766,25,129274087,117464438,23.46251957,23.481428
13767,23,72362761,67911711,37.17950362,28.97508213
13768,26,75361786,63932648,33.37919451,28.44780847
13769,21,145859084,134159527,15.92511517,18.02791983
13770,22,153321515,146213586,17.69070201,19.13192048
13771,26,174382926,156836929,48.76680954,35.78104269
13772,26,82301283,89107339,22.96973778,23.38555316
13773,28,119423634,115534192,25.48997538,25.4842684
13774,25,167175752,157742629,43.8511604,32.87042043
13775,30,202130005,166826064,23.37763947,25.53539929
13776,28,176508047,164109728,38.63019659,32.01221674
13777,33,121295326,115193426,41.03626894,35.22254038
13778,24,124906890,113183644,41.21113084,31.16567305
13779,31,125575631,116769002,52.46603031,40.17119193
13780,24,61639325,53092316,26.46745941,24.24936093
13781,31,93460538,80273707,53.24370971,40.38670215
13782,29,73678616,67185773,38.48054084,32.46147778
13783,20,56069543,53311437,30.69865017,24.17933874
13784,28,175300432,161525679,36.51021534,31.04307962
13785,24,156132808,139861892,44.98757581,33.05129826
13786,32,151275671,142328695,39.48645557,34.06591262
13787,29,136199978,124778892,77.46611085,50.94965286
13788,33,189475926,178701314,36.69638498,33.22517054
13789,23,133345241,133671455,42.48409366,31.49697332
13790,30,71379281,79463496,39.60120183,33.09843874
13791,16,57303661,60494704,36.10719206,24.80829801
13792,22,169201033,153132771,33.08283641,26.50866678
13793,14,110512350,108797382,30.59184057,21.67982331
13794,24,121879914,113776357,37.84361707,29.44158645
13795,27,104986771,93356030,31.87751441,28.23603515
13796,26,228746022,221320889,40.54183708,32.07898927
13797,32,106952430,92765015,36.99054014,32.83582572
13798,15,88687587,79478723,32.05488891,22.63176622
13799,28,157837158,136946952,32.96772962,29.18964306
13800,29,171602035,168960325,12.69242922,20.24726212
13801,21,137615274,133929012,11.38918987,15.59403107
13802,26,121130911,112084421,31.86023619,27.88621897
13803,32,164778088,151302669,54.84834758,41.55259383
13804,28,148590291,134067958,47.39199126,36.21772871
13805,27,77274821,62939018,40.65346031,32.4120987
13806,26,120295429,114140149,28.80526455,26.0672443
13807,26,98763201,89047753,22.88153935,23.34177316
13808,28,196737925,186329720,27.20389032,26.30984604
13809,28,143656171,130749445,39.40976759,32.48775615
13810,30,178654989,173082374,54.2887532,40.57703705
13811,29,161802930,151896005,40.29945617,33.08870718
13812,29,169239997,170315611,37.53168447,31.77725382
13813,27,175361714,162244380,38.0135506,31.07057849
13814,26,156633229,147012772,45.50741125,34.50655915
13815,28,204013311,186705308,37.63615953,31.43950326
13816,12,90995640,84817462,38.78446238,24.34986219
13817,25,140891401,135424891,18.42439923,20.7478706
13818,28,151089152,148389788,45.0415387,34.78870311
13819,28,140674964,126919181,43.85347048,34.6072536
13820,25,159639397,143595063,32.24135188,27.26369439
13821,15,143252957,128603160,18.94558603,16.24934337
13822,24,136386483,132096498,29.55336428,25.56623617
13823,1,30542992,29450900,22.77951972,11.49042139
13824,5,42539144,52006311,4.251742814,4.441022767
13825,25,116087260,120228306,32.95765323,27.61893543
13826,25,157538127,152522607,35.21696066,28.86957678
13827,14,79735708,80190722,27.28775117,19.96476578
13828,27,105572594,93357521,18.37675548,21.96583945
13829,24,119147414,108348916,30.68224704,26.45333017
13830,31,257923691,245175037,31.96807351,30.32830138
13831,24,185953533,170463540,52.68346209,36.95335051
13832,24,149394167,135462598,38.19789253,29.87001159
13833,26,201327670,187255279,29.26545471,26.31833128
13834,17,100204618,98712952,30.78799301,23.0002188
13835,26,215015115,203215377,33.85843167,28.61440328
13836,28,153769941,143743582,29.22748935,27.29475462
13837,32,100785945,92566527,37.96074126,33.31462954
13838,26,70561660,65138266,34.29203665,28.90256675
13839,26,71065171,73528245,34.9851972,29.25841635
13840,32,150862236,152664167,53.15450103,40.82222933
13841,25,86944753,81724042,45.8755331,33.86457325
13842,17,71180664,70245797,14.64258722,15.20224368
13843,22,141707250,137591264,28.62336293,24.47972492
13844,27,182733612,164811803,41.46062049,32.89155006
13845,53,191971654,177678025,60.91451325,54.56718016
13846,54,214518062,194274499,60.40566946,54.48312919
13847,60,215436805,208920496,43.2846928,49.36853935
13848,59,224196225,207210668,64.39626088,58.99354149
13849,56,312738992,303381942,63.37771757,57.04942124
13850,66,282221566,269235387,64.11020643,61.93288893
13851,68,358153226,317538488,62.44893425,62.43884348
13852,64,291878724,267917779,59.08849112,58.54151197
13853,56,196059902,179731084,78.35158355,64.08730653
13854,55,175731096,152880396,59.35208037,54.453667
13855,65,308470914,296368903,67.38835734,63.37925112
13856,69,284245073,268284661,59.05798284,61.11713215
13857,58,213228856,209849413,52.39494795,52.73045503
13858,55,292645363,263724643,47.79545258,49.26014553
13859,60,170143724,147020523,59.18268602,56.95126878
13860,59,347626409,321431774,56.76116474,55.19264181
13861,72,319518001,299277979,50.78151237,58.73914696
13862,70,360477399,321637462,62.74298863,63.39512575
13863,55,154575896,134305290,64.70065229,56.88962074
13864,80,309251903,285724952,69.12716958,71.26596275
13865,72,282863364,256068429,85.3861833,74.86614103
13866,73,355856426,357118052,57.24622961,62.02899868
13867,68,387941918,363957237,64.61268636,63.44852214
13868,81,361390358,322852686,67.98902265,70.9140688
13869,58,340318263,322459264,45.08314282,49.42610046
13870,60,277837457,249558461,46.21209354,50.81126439
13871,76,290325093,270573227,64.66567976,67.2701076
13872,64,258754007,249730230,52.3966864,55.62159648
13873,60,336650885,317547171,41.74520833,48.77192081
13874,80,422156768,391612754,68.3834991,70.93691566
13875,66,388846747,358576826,44.76806661,52.97463241
13876,57,223061139,203346353,48.57755699,50.38523771
13877,54,289622241,272795667,37.31842769,43.43114187
13878,59,434050238,407686021,59.66135751,56.52737161
13879,72,363736547,317803955,59.31630273,62.45798588
13880,63,455911857,439752384,53.45406265,55.53248387
13881,53,198944706,190710970,58.86334337,53.60357395
13882,57,347625661,321574332,55.94256895,53.95460543
13883,63,275804009,272053419,57.80652868,57.45091139
13884,63,354881755,327777068,68.11998957,62.41349448
13885,56,368521054,367290780,49.46441146,50.61067651
13886,56,268082189,253168901,47.39144874,49.56667987
13887,62,266191006,257332353,44.62969131,51.01576815
13888,59,207055503,190701544,60.97773644,57.10260513
13889,72,346120410,322988007,74.90687184,70.05059043
13890,54,279870504,253144754,50.10620058,49.75769575
13891,61,263236677,241603760,70.94374648,63.16654111
13892,66,281527321,265250824,71.88101086,65.65391106
13893,60,372563412,344499892,51.85071584,53.64469608
13894,59,231874384,213210920,83.29860332,67.87169424
13895,63,276021831,253250450,48.55787177,53.11467132
13896,64,293154598,259404120,78.29423719,68.09215592
13897,74,371223175,339569437,78.65552341,72.86093872
13898,64,199494549,189602452,62.02500477,60.27332847
13899,67,386755567,349860988,51.92998123,56.92145204
13900,62,296154062,273818078,54.10762971,55.52374605
13901,57,244882107,220391810,73.37064504,62.41287152
13902,56,351718268,333819189,43.87512613,47.62259338
13903,68,196434295,174804409,50.19252733,56.13876293
13904,93,364385327,334461080,86.87896985,85.73988126
13905,59,227227234,195518210,64.99254041,59.15199773
13906,64,332351896,307530245,61.17785866,59.8413041
13907,54,278866636,258367306,56.96013186,53.11699719
13908,61,245276123,227450790,79.91106808,67.14405461
13909,57,348471286,331909975,55.31486223,53.87055563
13910,60,216899521,192803247,58.93387239,56.55967811
13911,70,306919203,286062015,55.37609045,59.67470238
13912,58,290734393,266213398,61.74961889,57.39455241
13913,57,248599732,232971801,73.91414583,62.29413673
13914,56,279780854,263573082,71.61464116,61.06053816
13915,63,295688819,274806889,68.19600329,62.82271999
13916,59,363251300,332106050,41.90781377,48.28437831
13917,67,487271823,459940761,57.42859867,59.21157144
13918,71,455590284,417308973,54.07806106,59.63702397
13919,57,341620940,316095938,55.63999811,53.73225959
13920,54,317412212,281021925,46.65170502,47.86027881
13921,68,217217864,214092071,72.17537265,66.89971352
13922,57,223269912,224502773,69.98977719,60.48433549
13923,62,387123955,359394018,33.28518128,45.48671649
13924,56,154041906,148735937,55.86587816,53.53028357
13925,56,378946673,358741226,47.55168176,49.35080102
13926,62,308031707,273397027,48.72237337,52.73461464
13927,64,228878024,215515939,57.19089463,57.86232476
13928,60,213947297,192600220,44.10377393,49.43400542
13929,58,202283720,191668486,60.47534587,56.60799493
13930,62,357407844,352996127,50.47806548,53.77554148
13931,55,196415357,190708369,73.37280058,61.42701191
13932,62,354027175,324067152,69.29602543,62.75948671
13933,60,267902112,256031015,58.8720159,56.74813876
13934,59,288888701,275649990,53.8043374,53.89255021
13935,55,279047427,260291310,70.06055824,59.81959774
13936,67,324363554,294093761,52.81513549,57.10336112
13937,58,282427963,264615279,61.72381906,57.25420816
13938,56,295142599,289655981,50.70501037,51.08855477
13939,56,214336984,189463068,85.87849347,67.82759633
13940,56,294305502,271145067,56.87007507,54.12057424
13941,60,224678782,218014251,61.60420717,57.81352551
13942,55,292932127,289518655,38.03256581,44.40570519
13943,60,227380238,212567925,62.57417878,58.25672432
13944,55,231072581,205375728,65.89893029,57.7744493
13945,61,250691241,238104268,69.06699546,61.90454
13946,73,298444319,265267688,59.14457325,62.92376382
13947,58,351717163,337671101,53.38287926,53.4060253
13948,80,387357253,363276005,61.88129203,67.74812316
13949,62,311713535,291589907,71.11843736,63.48787027
13950,64,336688556,312023905,65.4521432,61.96823393
13951,64,372989713,356046768,37.6095764,48.27658157
13952,60,317253163,299312063,37.71010393,46.43469897
13953,78,398696324,384376055,77.31720773,73.90188431
13954,62,320812573,299127005,58.88897501,57.81722648
13955,54,208973995,189064797,54.50970012,51.8997775
13956,58,274192466,241590402,44.98247739,49.14259883
13957,72,353754159,320060858,63.44465981,64.49245113
13958,75,410350472,374642703,77.0616991,72.48358332
13959,55,335780992,309345033,51.70699418,51.19655489
13960,62,198737238,184648019,61.30819881,58.76913863
13961,66,319997717,308104798,56.19569629,58.4322771
13962,73,385487021,329872789,67.95566259,67.23089429
13963,59,365534447,338773683,59.45768128,56.5067453
13964,54,271444767,256936729,44.39010823,47.01065574
13965,57,320260582,304555363,39.8818426,46.39853751
13966,57,327371066,304796655,38.3909983,45.65013359
13967,59,271317910,259710961,50.32730779,52.07479376
13968,56,298226024,276436662,43.90332438,47.81591943
13969,61,181693002,151976288,62.46245836,58.77372354
